NodeType,MSRCSecurityUpdateSummary,MSRCSecurityUpdateID,MSRCSecurityUpdatePublishedDate,MSRCSecurityUpdateSource,MSRCSecurityUpdateExploitability
[MSRCSecurityUpdate],This security update addresses a vulnerability in Microsoft Message Queuing that could allow remote code execution if an attacker sends specially crafted input to a program that uses the Microsoft Message Queuing service.,CVE-2023-36572,10-10-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36572,High
[MSRCSecurityUpdate],This security update addresses a remote code execution vulnerability in Adobe software used by Microsoft Edge (Chromium-based). The latest version of Microsoft Edge is no longer vulnerable.,CVE-2023-44323,27-10-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-44323,Not specified
[MSRCSecurityUpdate],"This security update addresses a Denial of Service vulnerability in Microsoft QUIC. The vulnerability allows an attacker to cause a total loss of availability in the impacted component. The update includes a fix for PowerShell 7.3, which is affected by this vulnerability.",CVE-2023-36435,26-10-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36435,Unproven
[MSRCSecurityUpdate],"This security update addresses a Denial of Service vulnerability in Microsoft QUIC. The vulnerability allows an attacker to cause a total loss of availability in the impacted component. The update includes a fix for PowerShell 7.3, which is also affected by this vulnerability.",CVE-2023-38171,26-10-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38171,Unproven
[MSRCSecurityUpdate],"This security update addresses a vulnerability in Chromium, which is consumed by Microsoft Edge. The latest version of Microsoft Edge is no longer vulnerable.",CVE-2023-5472,27-10-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-5472,Not provided
[MSRCSecurityUpdate],"Microsoft has released security updates to address a Denial of Service vulnerability affecting .NET Core and Visual Studio. The vulnerability allows an attacker to cause a total loss of availability, effectively denying access to resources in the impacted component.",CVE-2023-36799,24-10-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36799,Proof of Concept
[MSRCSecurityUpdate],This post provides an update on the CVSS scores for the affected products. It is an informational change only.,CVE-2021-31205,26-10-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-31205,Requires User Interaction
[MSRCSecurityUpdate],"This security update addresses an elevation of privilege vulnerability in ASP.NET. The affected products include .NET Framework 3.5 and 4.6.2 installed on Windows 10 for 32-bit systems, Windows 10 for x64-based systems, and all supported editions of Windows 10 version 1607 and Windows Server 2016. Microsoft recommends installing the August 2023 updates for full protection.",CVE-2023-36899,24-10-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36899,High
[MSRCSecurityUpdate],This post provides an update on the CVSS scores for the affected products related to the Windows Media Foundation Core Remote Code Execution Vulnerability. It is an informational change only.,CVE-2021-31192,26-10-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-31192,Unproven
[MSRCSecurityUpdate],"This post provides information on the Microsoft Exchange Server Security Feature Bypass Vulnerability. It includes details on the impact, severity, and metrics of the vulnerability.",CVE-2021-31207,26-10-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-31207,Not provided
[MSRCSecurityUpdate],This security update addresses a spoofing vulnerability in .NET Framework 3.5 and 4.6.2 installed on Windows 10 and Windows Server 2016. The vulnerability allows an attacker to exploit the vulnerable component over the network. Microsoft recommends installing the August 2023 updates to be fully protected.,CVE-2023-36873,24-10-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36873,Not provided
[MSRCSecurityUpdate],This security update addresses a vulnerability in Chromium Open Source Software (OSS) which is consumed by Microsoft Edge (Chromium-based). The latest version of Microsoft Edge (Chromium-based) is no longer vulnerable.,CVE-2023-5997,16-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-5997,
[MSRCSecurityUpdate],"This security update addresses an elevation of privilege vulnerability in Microsoft Windows Defender. The vulnerability allows an attacker to exploit the system with low privileges and without user interaction. The impact of the vulnerability is high, affecting confidentiality, integrity, and availability of the system.",CVE-2023-36422,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36422,High
[MSRCSecurityUpdate],This security update addresses a critical information disclosure vulnerability in Azure CLI REST Command. The vulnerability allows an attacker to exploit the vulnerable component over the network without any user interaction or special access conditions. The successful exploitation results in total loss of confidentiality.,CVE-2023-36052,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36052,High
[MSRCSecurityUpdate],Information published about a vulnerability in Open Management Infrastructure that allows for information disclosure. The vulnerability is critical and can be exploited locally with low complexity. The attacker requires low privileges and no user interaction. The exploit changes the scope and results in high confidentiality loss but no loss of integrity or availability. A temporary fix is available.,CVE-2023-36043,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36043,High
[MSRCSecurityUpdate],This is an informational update regarding a security feature bypass vulnerability in ASP.NET Core. The vulnerability allows an attacker to bypass security features without requiring any user interaction or special access conditions. The impact of the vulnerability is high on confidentiality but has no impact on integrity and availability.,CVE-2023-36558,28-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36558,High
[MSRCSecurityUpdate],This security update addresses a cross-site scripting vulnerability in Microsoft Dynamics 365 (on-premises). The vulnerability could allow an attacker to spoof user interfaces or trick users into revealing sensitive information.,CVE-2023-36410,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36410,Possible
[MSRCSecurityUpdate],"This security update addresses a remote code execution vulnerability in Microsoft Host Integration Server 2020. The vulnerability allows an attacker to execute arbitrary code on the target server. The attack complexity is low, meaning an attacker can expect repeatable success against the vulnerable component. The attack requires no special privileges and can be carried out by an unauthorized user. However, user interaction is required for the attack to be successful.",CVE-2023-38151,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38151,Proven
[MSRCSecurityUpdate],"This security update addresses a vulnerability in Windows Hyper-V that could allow an attacker to elevate their privileges. The vulnerability is due to a flaw in the way Hyper-V handles certain requests, which an attacker could exploit to execute arbitrary code with elevated privileges.",CVE-2023-36427,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36427,Not provided
[MSRCSecurityUpdate],"This security update addresses a vulnerability in Chromium, which is consumed by Microsoft Edge. The latest version of Microsoft Edge is no longer vulnerable.",CVE-2023-6112,16-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-6112,Not provided
[MSRCSecurityUpdate],This security update addresses a remote code execution vulnerability in Microsoft SharePoint Server. The vulnerability allows an attacker to execute arbitrary code on the target server. The vulnerability is due to improper validation of user-supplied input by the affected software.,CVE-2023-38177,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38177,High
[MSRCSecurityUpdate],"This security update addresses a remote code execution vulnerability in Azure DevOps Server. The vulnerability allows an attacker to execute arbitrary code on the target system. The attack complexity is low, meaning an attacker can expect repeatable success against the vulnerable component. The impact of this vulnerability is high, potentially leading to total loss of confidentiality, integrity, and availability of the system.",CVE-2023-36437,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36437,High
[MSRCSecurityUpdate],This security update addresses a vulnerability in Microsoft Office that could allow an attacker to bypass security features. The vulnerability is exploitable over the network and does not require any special access conditions. Successful exploitation requires user interaction and could result in a total loss of integrity.,CVE-2023-36413,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36413,Requires user interaction
[MSRCSecurityUpdate],"This security update addresses a spoofing vulnerability in Microsoft Send Customer Voice survey from Dynamics 365. The vulnerability allows an attacker to spoof the identity of a legitimate user, potentially leading to unauthorized access or information disclosure.",CVE-2023-36007,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36007,Possible
[MSRCSecurityUpdate],"This security update addresses a remote code execution vulnerability in Microsoft Exchange Server. The vulnerability allows an attacker to execute arbitrary code on the target server. The attack complexity is low, meaning an attacker can expect repeatable success against the vulnerable component. The impact of this vulnerability is high, potentially leading to total loss of confidentiality, integrity, and availability.",CVE-2023-36439,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36439,High
[MSRCSecurityUpdate],This security update addresses a vulnerability in Windows Authentication that could lead to a Denial of Service attack. The vulnerability is exploitable locally with low attack complexity and requires basic user privileges. The impact of a successful exploit would result in a total loss of integrity and availability of the system.,CVE-2023-36046,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36046,Possible
[MSRCSecurityUpdate],This security update addresses a vulnerability in Windows Hyper-V that could allow an attacker to elevate their privileges. The vulnerability is due to the way Hyper-V handles certain requests. An attacker who successfully exploited this vulnerability could run arbitrary code and take control of an affected system.,CVE-2023-36408,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36408,High
[MSRCSecurityUpdate],"This security update addresses a spoofing vulnerability in Microsoft Dynamics 365 Sales. The vulnerability allows an attacker to exploit the system via the network, without requiring any special access conditions or privileges. User interaction is required for successful exploitation. The impact of the vulnerability extends beyond the security scope managed by the security authority of the vulnerable component, affecting other resources. The vulnerability results in some loss of confidentiality and possible data modification, but does not impact the availability of the system.",CVE-2023-36030,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36030,Requires User Interaction
[MSRCSecurityUpdate],"This security update addresses a spoofing vulnerability in Microsoft Edge (Chromium-based). The vulnerability allows an attacker to exploit the vulnerable component via the network. The attacker does not require any special access conditions or privileges. However, user interaction is required for successful exploitation. The impact of the vulnerability is moderate, with potential for data modification but no loss of confidentiality or availability within the impacted component.",CVE-2023-36026,16-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36026,User Interaction Required
[MSRCSecurityUpdate],"This security update addresses a spoofing vulnerability in Microsoft Exchange Server. The vulnerability allows an attacker to exploit the system without user interaction, leading to total loss of confidentiality, integrity, and availability. The attack complexity is low, and the attacker requires basic user privileges. The vulnerability impact is spoofing, with a maximum severity level of 'Important'.",CVE-2023-36039,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36039,High
[MSRCSecurityUpdate],Information published about a Denial of Service Vulnerability in ASP.NET Core. The vulnerability allows an attacker to exploit the system without any user interaction or special access conditions. The attack can result in total loss of availability of the impacted component.,CVE-2023-36038,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36038,High
[MSRCSecurityUpdate],This security update addresses a vulnerability in Windows Hyper-V that could allow an attacker to elevate their privileges. The vulnerability is due to a flaw in the handling of certain operations by Hyper-V. An attacker who successfully exploited this vulnerability could run arbitrary code on a target operating system.,CVE-2023-36407,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36407,Proof of Concept
[MSRCSecurityUpdate],"This security update addresses a vulnerability in Windows Storage that could allow an attacker to elevate their privileges. The vulnerability is exploitable locally with low complexity and requires low privileges. The impact of a successful exploit would be high, affecting the integrity and availability of the system.",CVE-2023-36399,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36399,Proof of Concept
[MSRCSecurityUpdate],"This security update addresses a vulnerability in Windows Compressed Folder that could allow remote code execution if exploited. The vulnerability is due to a flaw in the handling of compressed files, which could be exploited by an attacker to execute arbitrary code.",CVE-2023-36396,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36396,High
[MSRCSecurityUpdate],This security update addresses a vulnerability in Microsoft Excel that could allow remote code execution if a user opens a specially crafted Excel file. An attacker who successfully exploited the vulnerability could gain the same user rights as the current user.,CVE-2023-36041,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36041,High
[MSRCSecurityUpdate],This security update addresses a Denial of Service vulnerability in Visual Studio. The vulnerability allows an attacker to cause a total loss of availability in the impacted component.,CVE-2023-36042,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36042,High
[MSRCSecurityUpdate],This security update addresses a remote code execution vulnerability in Microsoft Edge (Chromium-based). The vulnerability allows an attacker to execute arbitrary code on the target system if a user views a specially crafted webpage using Microsoft Edge. The update corrects how Microsoft Edge handles objects in memory.,CVE-2023-36008,16-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36008,Proof-of-Concept
[MSRCSecurityUpdate],This security update addresses a vulnerability in Windows Hyper-V that could lead to information disclosure. The vulnerability can be exploited locally with low attack complexity and requires low privileges. No user interaction is required for the exploit. The impact of the vulnerability is high on confidentiality but has no impact on integrity and availability.,CVE-2023-36406,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36406,Not provided
[MSRCSecurityUpdate],This security update addresses a Denial of Service vulnerability in Windows Deployment Services. The vulnerability allows an attacker to exploit the vulnerable component over the network without any user interaction or special access conditions. The successful exploitation of this vulnerability results in total loss of availability of the impacted component.,CVE-2023-36395,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36395,Not provided
[MSRCSecurityUpdate],This security update addresses a Denial of Service vulnerability in the DHCP Server Service. The vulnerability allows an attacker to exploit the vulnerable component over the network without any user interaction or special access conditions. The impact of the exploit results in total loss of availability of the impacted component.,CVE-2023-36392,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36392,High
[MSRCSecurityUpdate],"This security update addresses a spoofing vulnerability in Microsoft Exchange Server. The vulnerability allows an attacker to exploit the system without any user interaction. The attacker can gain access to all resources within the impacted component, modify any/all files protected by the impacted component, and fully deny access to resources in the impacted component.",CVE-2023-36050,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36050,High
[MSRCSecurityUpdate],This security update addresses a remote code execution vulnerability in Microsoft Office Graphics. The vulnerability allows an attacker to execute arbitrary code if a user opens a specially crafted document or visits a webpage that contains specially crafted embedded fonts.,CVE-2023-36045,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36045,High
[MSRCSecurityUpdate],"This security update addresses a vulnerability in Microsoft Excel that could allow an attacker to bypass security features. The vulnerability requires user interaction and can result in total loss of confidentiality, integrity, and availability.",CVE-2023-36037,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36037,High
[MSRCSecurityUpdate],This security update addresses a spoofing vulnerability in Microsoft Exchange Server. The vulnerability allows an attacker to exploit the system without any user interaction. The attacker can gain access to confidential information and can modify or deny access to resources in the impacted component.,CVE-2023-36035,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36035,High
[MSRCSecurityUpdate],"This security update addresses a cross-site scripting vulnerability in Microsoft Dynamics 365 (on-premises). The vulnerability could allow an attacker to spoof user interfaces on a network, leading to potential unauthorized access to confidential information. The vulnerability requires user interaction and high privileges for successful exploitation. An official fix is available.",CVE-2023-36016,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36016,High
[MSRCSecurityUpdate],"Information published about a spoofing vulnerability in Visual Studio Code Jupyter Extension. The vulnerability allows an attacker to exploit the system locally with low complexity and low privileges required. The impact of the vulnerability is high, affecting confidentiality, integrity, and availability of the system.",CVE-2023-36018,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36018,Unproven
[MSRCSecurityUpdate],"This security update addresses an elevation of privilege vulnerability in Microsoft Edge (Chromium-based). The vulnerability allows an attacker to exploit the vulnerable component over the network without requiring any special access conditions or privileges. Successful exploitation requires user interaction and can affect resources beyond the security scope managed by the vulnerable component. The impact on confidentiality, integrity, and availability is low. An official fix is available.",CVE-2023-36024,09-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36024,Proof of Concept
